parentCompany,businessName,businessType,expires,street,city,state,zip,Latitude,Longitude,Accuracy Score,Street,City,State,County,Zip
A & H LIQUOR INC,FAIRFAX LIQUORS,Liquor Store (city), 05/02/2016,2801 FAIRFAX ST,DENVER,CO,802072748,39.756557,-104.928238,1,2801 Fairfax St,Denver,CO,Denver County,80207
AARON ENTERPRISES INC,AARON'S LIQUORS,Liquor Store (city), 02/14/2016,7111 NORTH TOWER RD,DENVER,CO,802497305,39.825734137255,-104.77188278431,0.9,7111 Tower Rd,Denver,CO,Denver County,80249
ABA LIQUOR INC,HOUSE OF SPIRITS,Liquor Store (city), 07/06/2015,12244 E 44TH AVE,Denver,CO,802393311,39.777673,-104.958237,0.8, E 44th Ave,Denver,CO,Denver County,80216
ABAI INC,ABC DISCOUNT LIQUOR,Liquor Store (city), 11/20/2015,5600 W DARTMOUTH AV #106,DENVER,CO,802275546,39.655781382716,-105.05659748148,1,5600 W Dartmouth Ave,Denver,CO,Denver County,80236
ABG LIQUORS INC,BUSBY LIQUORS,Liquor Store (city), 09/29/2015,4900 LOWELL BLVD,Denver,CO,802211028,39.785618,-105.034579,0.9,4900 Lowell Blvd,Denver,CO,Denver County,80221
AD AX LLC,CUT RATE LIQUOR,Liquor Store (city), 03/31/2016,1537 S FEDERAL BLVD,Denver,CO,80219,39.688820571429,-105.02505479592,1,1537 S Federal Blvd,Denver,CO,Denver County,80219
"AKED, INC.",MARLEE WINE & SPIRITS,Liquor Store (city), 01/29/2016,4317 E. FLORIDA AVE.,Denver,CO,80219,39.689486632653,-105.04336402041,1,4317 W Florida Ave,Denver,CO,Denver County,80219
AKK INC,CANA WINE AND LIQUORS,Liquor Store (city), 02/22/2016,3165 W 38TH AVE,Denver,CO,80211,39.769372575758,-105.02837250505,1,3165 W 38th Ave,Denver,CO,Denver County,80211
AL SILWADY INC,QUEBEC DISCOUNT LIQUOR,Liquor Store (city), 02/08/2016,1050 S QUEBEC ST,Denver,CO,80231,39.6969082,-104.90351366667,1,1050 S Quebec St,Denver,CO,Denver County,80224
ALAMEDA LIQUOR MART II LLC,ALAMEDA LIQUOR MART,Liquor Store (city), 12/15/2015,9660 E ALAMEDA AVE #103,Denver,CO,802471282,39.708690489796,-104.87678791837,0.9,9660 E Alameda Ave,Denver,CO,Denver County,80247
AMAN & TEDDY LLC,MCNALLY'S LIQUORS,Liquor Store (city), 02/20/2016,1950 S HOLLY ST STE 1,Denver,CO,80222,39.681246,-104.92227,0.9,1950 S Holly St,Denver,CO,Denver County,80222
AN KEDONG,OLD LIQUOR,Liquor Store (city), 03/28/2016,3020 N SPEER BLVD,Denver,CO,802113756,39.760540172414,-105.02579258621,0.9,3020 N Speer Blvd,Denver,CO,Denver County,80211
ANGEL'S LIQUOR INC,ANGEL'S LIQUOR,Liquor Store (city), 02/23/2016,6500 SMITH RD,DENVER,CO,802071464,39.773133,-104.912698,0.9,6500 Smith Rd,Denver,CO,Denver County,80216
APB ENTERPRISES INC,BEAR VALLEY WINE & SPIRITS,Liquor Store (city), 02/23/2016,"3100 S SHERIDAN, UNITS E & F",Denver,CO,802275541,39.656163,-105.053216,0.9,3100 S Sheridan Blvd,Denver,CO,Denver County,80227
APOGEE GROUP LLC,WESTERN LIQUORS,Liquor Store (city), 09/10/2015,4660 BALDWIN CT,Denver,CO,802162811,39.781537102041,-104.96774179592,1,4660 Baldwin Ct,Denver,CO,Denver County,80216
ARBOR LIQUORS INC,ARBOR LIQUORS,Liquor Store (city), 02/05/2016,4550 S KIPLING STREET SUITE 9,Denver,CO,80127,39.634010402299,-105.10990065517,1,4550 S Kipling St,Littleton,CO,Jefferson County,80127
ARGONAUT WINE & LIQUOR STORE INC,ARGONAUT WINE & LIQUOR STORE INC,Liquor Store (city), 12/31/2015,760 EAST COLFAX AVE,DENVER,CO,802032006,39.740009489796,-104.97806730612,0.9,760 E Colfax Ave,Denver,CO,Denver County,80218
B & B LIQUORS INC,B & B LIQUORS,Liquor Store (city), 07/24/2016,7035 E COLFAX AVE,Denver,CO,802201803,39.740155918367,-104.90654410204,0.9,7035 E Colfax Ave,Denver,CO,Denver County,80220
B O J ENTERPRISES INC,FAIRWAY LIQUORS,Liquor Store (city), 02/19/2016,10890 E DARTMOUTH AVE STE 14,Denver,CO,80014,39.660308165829,-104.86004622111,1,10890 E Dartmouth Ave,Aurora,CO,Arapahoe County,80014
BD & PK INC,PINEY LIQUORS,Liquor Store (city), 11/27/2015,5135 CHAMBERS RD #F,Denver,CO,80239,39.790899459459,-104.80974964865,0.9,5135 Chambers Rd,Denver,CO,Denver County,80239
BEME CORPORATION,CAMPUS LIQUOR,Liquor Store (city), 08/22/2015,1100 S LOGAN ST,Denver,CO,802101523,39.696657,-104.982769,0.9,1100 S Logan St,Denver,CO,Denver County,80210
BEYENE DAWIT M,E&S LIQUORS,Liquor Store (city), 06/11/2016,6460 E YALE AVE,DENVER,CO,802227156,39.667594,-104.915615,0.9,6460 E Yale Ave,Denver,CO,Denver County,80231
BLAKE ST LIQUORS LLC,BLAKE ST LIQUORS,Liquor Store (city), 05/04/2016,2409 BLAKE ST,Denver,CO,80205,39.758104012346,-104.98940553086,0.9,2409 Blake St,Denver,CO,Denver County,80205
BOGEY'S WINE AND SPIRITS INC,BOGEY'S BEER AND WINE,Liquor Store (city), 07/01/2016,3911 FOX STREET,Denver,CO,80216,39.770620836735,-104.99486108163,0.9,3911 Fox St,Denver,CO,Denver County,80216
BONNIE BRAE BEVERAGE INC,BONNIE BRAE WINE & LIQUOR MART,Liquor Store (city), 09/25/2015,785 S UNIVERSITY BLVD,Denver,CO,80209,39.702291714286,-104.95933742857,1,785 S University Blvd,Denver,CO,Denver County,80209
BOOTLEGGER LIQUOR INC,BOOTLEGGER LIQUORS,Liquor Store (city), 08/31/2015,2375 W ALAMEDA AVE,DENVER,CO,802231912,39.711184,-105.0151115,0.9,2375 State Hwy,Denver,CO,Denver County,80223
BUNGALOW LIQUORS OF DENVER LLC,BUNGALOW LIQUORS,Liquor Store (city), 06/01/2016,3000 W ALAMEDA AVE,DENVER,CO,802192002,39.711173,-105.025092,1,3000 W Alameda Ave,Denver,CO,Denver County,80219
BYANDBY ENTERPRISES INC,WEST QUINCY WINES & SPIRITS,Liquor Store (city), 09/06/2015,3704-3706 W QUINCY AVE,Denver,CO,80236,39.63854647619,-105.03609204762,0.9,3704-3706 Co Hwy,Denver,CO,Denver County,80236
CHAFFEE PARK LIQUORS LLC,CHAFFEE PARK LIQUORS,Liquor Store (city), 04/11/2016,4836 PECOS ST,Denver,CO,802211513,39.78370625,-105.00644275,0.9,4836 Pecos St,Denver,CO,Denver County,80211
CITY SPIRITS WINE & LIQUORS LLC,CITY SPIRITS,Liquor Store (city), 03/17/2016,1512 LARIMER ST STE R-17,DENVER,CO,802021610,39.748398653061,-104.99849171429,1,1512 Larimer St,Denver,CO,Denver County,80202
COLORADO LIQUOR MART INC,COLORADO LIQUOR MART,Liquor Store (city), 10/10/2015,865 S COLORADO BLVD #206,Denver,CO,802228006,39.7006655,-104.940703,0.9,865 S Colorado Blvd,Denver,CO,Denver County,80246
CONNOISSEUR ENCOUNTERS COMPANY INC,WINE CELLAR AT LODO THE,Liquor Store (city), 12/11/2015,1920 MARKET ST #B,Denver,CO,80202,39.752877571429,-104.99441528571,1,1920 Market St,Denver,CO,Denver County,80202
COUNTRY CLUB LIQUORS INC,COUNTRY CLUB LIQUORS,Liquor Store (city), 01/04/2016,939 E CEDAR AVE,Denver,CO,802092304,39.712910326531,-104.97646216327,1,939 E Cedar Ave,Denver,CO,Denver County,80209
"DAE HAN USA, INC",ABSOLUTE LIQUOR MART,Liquor Store (city), 07/16/2016,1611 W 84TH AVE,Denver,CO,80260,39.849052864865,-105.00625359459,0.9,1611 W 84th Ave,Denver,CO,Denver County,80260
DEL SOL LIQUORS LLC,DEL SOL LIQUORS,Liquor Store (city), 07/14/2016,506 S FEDERAL BLVD A,DENVER,CO,802192932,39.707414375,-105.025083,1,506 S Federal Blvd,Denver,CO,Denver County,80219
DELUXE CLEANER INC,EVANS DISCOUNT LIQUORS,Liquor Store (city), 06/10/2016,5350 W EVANS AVE #A&B,Denver,CO,802273776,39.679158,-105.05476362312,1,5350 W Evans Ave,Denver,CO,Denver County,80219
DESEL LIQUORS INC,SUPER WINE & SPIRITS,Liquor Store (city), 09/03/2015,1685 S COLORADO BLVD UNIT B,Denver,CO,80222,39.685943,-104.940687,1,1685 S Colorado Blvd,Denver,CO,Denver County,80222
DIA WINE & SPIRITS INC,DIA WINE & SPIRITS,Liquor Store (city), 01/14/2016,4739 YAMPA ST,Denver,CO,80239,39.820053,-104.774343,0.8, N Yampa St,Denver,CO,Denver County,80249
DIAZ CLARA,305 LIQUORS,Liquor Store (city), 04/01/2016,333 S SHERIDAN BLVD UNIT 1,Denver,CO,80226,39.710700153846,-105.05325861538,1,333 S Sheridan Blvd,Denver,CO,Denver County,80226
DISTILLERY WISDOM INC,DISTILLERY LIQUORS,Liquor Store (city), 12/13/2015,7195 E HAMPDEN AVE,Denver,CO,80224,39.653109327869,-104.9060007541,0.9,7195 E Hampden Ave,Denver,CO,Denver County,80222
DIVINO LLC,DIVINO,Liquor Store (city), 01/22/2016,1240 S BROADWAY,DENVER,CO,802101504,39.694070469388,-104.9874567551,0.9,1240 S Broadway,Denver,CO,Denver County,80210
DNC LIQUORS LLC,LIQUOR,Liquor Store (city), 02/18/2016,16221 E 40TH AVE STE E,Denver,CO,802395879,39.771774,-104.75933,0.8, E 40th Dr,Denver,CO,Denver County,80249
DONGDONG INC,PEPE'S LIQUORS,Liquor Store (city), 04/16/2016,535 E 45TH AVE,Denver,CO,802163559,39.778319081633,-104.98090087755,1,535 E 45th Ave,Denver,CO,Denver County,80216
DRAGONFLY VENTURES INC,VILLAGE WEST LIQUOR,Liquor Store (city), 11/15/2015,8555 W BELLEVIEW AVE STE 2603 & 2604,DENVER,CO,801232196,39.626066,-105.040468,0.8, W Belleview Ave,Englewood,CO,Arapahoe County,80110
FAN'S LIQUOR INC,PAUL'S LIQUOR,Liquor Store (city), 04/05/2016,1131 E COLFAX AVE,DENVER,CO,802182103,39.740033625,-104.973148875,0.9,1131 E Colfax Ave,Denver,CO,Denver County,80203
FANTASTIC FOUR ETERPRISES LLC,SPARKS LIQUOR,Liquor Store (city), 04/20/2016,6245 E 14TH AVE,Denver,CO,80220,39.738332795918,-104.91566122449,0.9,6245 E 14th Ave,Denver,CO,Denver County,80220
FEDERAL LIQUORS INC,FEDERAL LIQUORS,Liquor Store (city), 01/12/2016,3755 FEDERAL BLVD,DENVER,CO,802112857,39.768661666667,-105.025246,0.9,3755 Federal Blvd,Denver,CO,Denver County,80211
FEVEN INC,CAPITOL LIQUOR,Liquor Store (city), 08/16/2015,4600 E COLFAX AVE,DENVER,CO,802201202,39.740134,-104.933801,0.9,4600 E Colfax Ave,Denver,CO,Denver County,80220
FURMO LLC,MR HANEYS,Liquor Store (city), 06/04/2015,3825 NEWPORT ST,DENVER,CO,802071509,39.769710428571,-104.90979230612,1,3825 Newport St,Denver,CO,Denver County,80207
G CORPORATION,DRINK'S LIQUOR,Liquor Store (city), 10/04/2015,3615 W COLFAX AVE,DENVER,CO,802041512,39.740333714286,-105.03477428571,0.9,3615 I- 70 B,Denver,CO,Denver County,80204
GALLEGOS PATRICIA D,EAST DENVER LIQUOR,Liquor Store (city), 08/20/2015,1434 E 22ND AVE,Denver,CO,802055302,39.749461081633,-104.97046144898,0.9,1434 E 22nd Ave,Denver,CO,Denver County,80205
GANESHA INC,TAMARAC LIQUOR,Liquor Store (city), 10/27/2015,3333 S TAMARAC DR UNIT 0,Denver,CO,80231,39.659630688312,-104.90185801299,1,3333 S Tamarac Dr,Denver,CO,Denver County,80231
GG APOLLO LIQUORS INC,CAPITOL HILL LIQUORS,Liquor Store (city), 04/23/2016,1032 E 9TH AVE,Denver,CO,802183322,39.730449,-104.97488063265,0.9,1032 E 9th Ave,Denver,CO,Denver County,80218
GHEBREMEDHIN A H,EAST EVANS LIQUOR,Liquor Store (city), 06/22/2015,4970 E EVANS AVE,Denver,CO,802225216,39.678463,-104.93003549398,1,4970 E Evans Ave,Denver,CO,Denver County,80222
GIRMA SELAMAWIT,AB & P LIQUORS,Liquor Store (city), 12/14/2015,1472 S BROADWAY,Denver,CO,802102207,39.689399,-104.9875,0.9,1472 S Broadway,Denver,CO,Denver County,80210
GITINGREENHILL LLC,HAPPY CANYON LIQUORS,Liquor Store (city), 02/18/2016,5014 E HAMPDEN AVE,Denver,CO,80222,39.65304248227,-104.93080298582,0.9,5014 E Hampden Ave,Denver,CO,Denver County,80222
GLYNN GLENN LLC,CORKS,Liquor Store (city), 02/17/2016,1620 PLATTE ST - B,DENVER,CO,802021124,39.757478272727,-105.00798672727,1,1620 Platte St,Denver,CO,Denver County,80202
GOLDEN TRIANGLE WINE & SPIRITS INC,GOLDEN TRIANGLE WINE & SPIRITS,Liquor Store (city), 06/13/2016,1135 BROADWAY,Denver,CO,802032123,39.734341102041,-104.98740979592,0.9,1135 Broadway,Denver,CO,Denver County,80203
GRAPE EXPECTATIONS LLC,GRAPE EXPECTATIONS WINE & SPIRITS,Liquor Store (city), 01/20/2016,2270 KEARNEY ST,DENVER,CO,802073922,39.750558714286,-104.91755085714,0.9,2270 Kearney St,Denver,CO,Denver County,80207
GRAPEVINE WINE & LIQUORS INC,GRAPEVINE WINE & LIQUORS INC,Liquor Store (city), 09/23/2015,900 S MONACO PKY 1&2,Denver,CO,802241601,39.700243,-104.912733,0.9,900 S Monaco Pkwy,Denver,CO,Denver County,80224
GREER JOE L,JOES LIQUOR STORE,Liquor Store (city), 01/27/2016,4705 WASHINGTON,Denver,CO,802162745,39.849078,-104.97798,0.8, Washington St,Thornton,CO,Adams County,80229
H & D LIQUOR STORE INC,H & D LIQUOR STORE,Liquor Store (city), 10/16/2015,1929 W MISSISSIPPI,Denver,CO,802192936,39.695014,-105.034339,0.33,0,Denver,CO,Denver County,80219
H & G CORPORATION,WASHINGTON STREET LIQUORS,Liquor Store (city), 08/21/2015,757 E 20TH AVE 300,DENVER,CO,802053227,39.747491875,-104.977486875,0.9,757 E 20th Ave,Denver,CO,Denver County,80205
H & G LIQUOR CORP,REX LIQUOR,Liquor Store (city), 09/03/2015,2294 S BROADWAY,Denver,CO,802104419,39.674964040816,-104.987574,0.9,2294 S Broadway,Denver,CO,Denver County,80210
H & N ENTERPRISE INC,ORIGINAL BOULEVARD LIQUORS OF DENVER,Liquor Store (city), 11/18/2015,2150 S COLORADO BLVD,Denver,CO,802224912,39.677485959184,-104.94073932653,1,2150 S Colorado Blvd,Denver,CO,Denver County,80222
HADEMMI INC,MARINA SQUARE WINE AND SPIRITS,Liquor Store (city), 02/12/2016,8101 E BELLEVIEW AVE STE C,Denver,CO,802372903,39.624175,-104.894522,1,8101 E Belleview Ave,Denver,CO,Denver County,80237
HAILISH INC,DOC'S DISCOUNT LIQUORS,Liquor Store (city), 07/29/2016,1025 S FEDERAL BLVD,Denver,CO,802194101,39.698138918367,-105.02507636735,1,1025 S Federal Blvd,Denver,CO,Denver County,80219
HAMPDEN  LIQUORS AND WINE LLC,HAMPDEN PLAZA LIQUORS,Liquor Store (city), 07/28/2016,10017 E HAMPDEN AVE,Denver,CO,80231,39.653038472362,-104.87275365829,0.9,10017 E Hampden Ave,Denver,CO,Denver County,80231
HIGHLANDS WINE AND LIQUOR STORE LLC,HIGHLANDS WINE AND LIQUOR STORE,Liquor Store (city), 02/12/2016,4650 W 38TH AVE #100,DENVER,CO,802122047,39.769364620253,-105.04751516456,0.9,4650 W 38th Ave,Denver,CO,Denver County,80212
HJM WINE & SPIRITS INC,HJM WINE & SPIRITS,Liquor Store (city), 02/20/2016,2016 W 32ND AVE,DENVER,CO,802113406,39.76203355102,-105.01128687755,1,2016 W 32nd Ave,Denver,CO,Denver County,80211
HKB LLC,MONDO VINO,Liquor Store (city), 08/05/2015,3601 W 32ND AVE,Denver,CO,802113119,39.762138,-105.034607,1,3601 W 32nd Ave,Denver,CO,Denver County,80211
HN GROUP CORPORATION,BARNUM LIQUORS,Liquor Store (city), 03/17/2016,1 S FEDERAL BLVD,DENVER,CO,802192049,39.716639,-105.025078,1,1 S Federal Blvd,Denver,CO,Denver County,80219
HOLLY HILLS PLAZA LIQUOR LLC,HOLLY HILLS PLAZA LIQUOR,Liquor Store (city), 11/05/2015,2120 S HOLLY STE UNIT 1,Denver,CO,80222,39.677952142857,-104.92226828571,0.9,2120 S Holly St,Denver,CO,Denver County,80222
HOME LIQUORS LLC,HOME LIQUORS,Liquor Store (city), 09/20/2015,236 S BROADWAY,DENVER,CO,802091510,39.712270636364,-104.98754790909,1,236 S Broadway,Denver,CO,Denver County,80209
HTD ENTERPRISE LLC,ALL-V LIQUORS,Liquor Store (city), 07/12/2015,1840 S SHERIDAN BLVD,DENVER,CO,802328029,39.683004938776,-105.0531985102,0.9,1840 S Sheridan Blvd,Denver,CO,Denver County,80232
HUGO'S BEER LLC,HUGO'S COLORADO BEER AND SPIRITS,Liquor Store (city), 05/16/2016,1205 E 13TH AVE UNIT C,Denver,CO,802182161,39.736874040816,-104.97296073469,0.9,1205 E 13th Ave,Denver,CO,Denver County,80218
HUN ENTERPRISES INC,TOM & JERRY'S LIQUOR,Liquor Store (city), 06/05/2016,1480 S SHERIDAN BLVD,DENVER,CO,802328002,39.689889714286,-105.05325277551,0.9,1480 S Sheridan Blvd,Denver,CO,Denver County,80232
HWANGS ENTERPRISES INC,E & A LIQUORS,Liquor Store (city), 12/15/2015,3230 W COLFAX AVE,Denver,CO,802042209,39.740395028571,-105.02840091429,0.9,3230 I- 70 B,Denver,CO,Denver County,80204
IHK ENTERPRISES INC,PAT'S LIQUORS,Liquor Store (city), 05/28/2016,2705 W 38TH AVE,Denver,CO,802112036,39.769265,-105.02063285714,1,2705 W 38th Ave,Denver,CO,Denver County,80211
IN VINO VERITAS INC,CITY WINE,Liquor Store (city), 04/26/2016,347 S COLORADO BLVD,Denver,CO,802228001,39.710726028571,-104.94069882857,0.9,347 S Colorado Blvd,Denver,CO,Denver County,80246
J & J INC,SIR FREDERICKS LIQUORS,Liquor Store (city), 02/14/2016,2784 S WADSWORTH BLVD,DENVER,CO,802273408,39.665864142857,-105.08145442857,0.9,2784 S Wadsworth Blvd,Denver,CO,Denver County,80227
J & SEAN LLC,EIGHTH AVE WINE & SPIRITS,Liquor Store (city), 07/30/2016,4420 E 8TH AVE,DENVER,CO,802203801,39.729226591837,-104.93579179592,0.9,4420 E 8th Ave,Denver,CO,Denver County,80220
J Y P INC,GENO'S LIQUORS DENVER,Liquor Store (city), 12/04/2015,2336 W 32ND AVE,DENVER,CO,802113320,39.762023102041,-105.01497712245,1,2336 W 32nd Ave,Denver,CO,Denver County,80211
J&H LIQUORS INC,WINE SELLER & SPIRIT TOO! THE,Liquor Store (city), 12/13/2015,600 E 6TH AV,Denver,CO,802033806,39.725628,-104.979937,1,600 E 6th Ave,Denver,CO,Denver County,80203
JATT INC,DENVER LIQUOR GALAXY,Liquor Store (city), 08/12/2015,8968-8970 E. HAMPDEN AVE,Denver,CO,802314911,39.653065768844,-104.88419316583,0.9,8968-8970 E Hampden Ave,Denver,CO,Denver County,80222
JB WINE & SPIRITS INC,MILE HIGH LIQUORS,Liquor Store (city), 01/21/2016,1648 FEDERAL BLVD,DENVER,CO,802041911,39.743329510204,-105.0252185102,1,1648 Federal Blvd,Denver,CO,Denver County,80204
JERSEY ST LIQUORS INC,JERSEY STREET LIQUORS,Liquor Store (city), 11/03/2015,928 JERSEY ST,DENVER,CO,802204522,39.730825,-104.919457,1,928 Jersey St,Denver,CO,Denver County,80220
JNR ENTERPRISES INC,SCOOTER LIQUORS,Liquor Store (city), 05/21/2016,1515 EAST COLFAX AVENUE,Denver,CO,80218,39.740021857143,-104.96951271429,0.9,1515 E Colfax Ave,Denver,CO,Denver County,80203
JOY PHARMACY INC,JOY WINE AND SPIRITS,Liquor Store (city), 09/09/2015,1302 E 6TH AV,Denver,CO,802183416,39.725577122449,-104.97173830612,0.9,1302 E 6th Ave,Denver,CO,Denver County,80218
JTLHOP LLC,CHAMBERS PLACE LIQUOR,Liquor Store (city), 04/26/2016,4856 CHAMBERS ROAD,Denver,CO,80239,39.779831909091,-104.80985663636,0.9,4856 Chambers Rd,Denver,CO,Denver County,80239
K & HONG INC,SINGER'S LIQUOR,Liquor Store (city), 08/16/2015,3649 W 44TH AVE,DENVER,CO,802111301,39.776744122449,-105.03518463265,1,3649 W 44th Ave,Denver,CO,Denver County,80211
KALINCHOWK INC,QUEEN LIQUOR,Liquor Store (city), 04/13/2016,2426 W EVANS AVE,Denver,CO,80219,39.678681424242,-105.01600156566,1,2426 W Evans Ave,Denver,CO,Denver County,80219
KAROLIE CORPORATION,FAIRFAX WINE & SPIRITS,Liquor Store (city), 07/19/2016,5100 E COLFAX AVE,Denver,CO,802201302,39.740136,-104.928067,0.9,5100 E Colfax Ave,Denver,CO,Denver County,80220
KGP ENTERPRISES INC,REGIS SQUARE LIQUORS,Liquor Store (city), 02/18/2016,5115 FEDERAL BLVE UNIT 40,Denver,CO,80221,39.789483428571,-105.02518485714,0.9,5115 Federal Blvd,Denver,CO,Denver County,80211
KIM BOB S,PEARL LIQUORS,Liquor Store (city), 04/11/2016,1093 S PEARL ST,Denver,CO,802094225,39.696732204082,-104.98037471429,1,1093 S Pearl St,Denver,CO,Denver County,80209
KIM HAE DONG,SKY LINE LIQUOR STORE,Liquor Store (city), 05/11/2016,2865 COLORADO BLVD,Denver,CO,802073015,39.757671979592,-104.94059542857,0.9,2865 N Colorado Blvd,Denver,CO,Denver County,80220
KWANGSUN LEE,K LIQUOR,Liquor Store (city), 08/13/2015,2215 S SHERIDAN BLVD,Denver,CO,80227,39.675574285714,-105.05326371429,0.9,2215 S Sheridan Blvd,Denver,CO,Denver County,80227
L&C LIQUORS LLC,L&C LIQUORS,Liquor Store (city), 11/19/2015,8100 W CRESTLINE A-18,Denver,CO,801231248,39.618607579832,-105.08833458824,0.9,8100 W Crestline Ave,Littleton,CO,Jefferson County,80123
LAKESIDE SPIRTS LLC,MOLLY'S SPIRITS,Liquor Store (city), 11/13/2015,5809 W 44TH AVE,Denver,CO,80212,39.776607363636,-105.06150489899,0.9,5809 Co Rd,Denver,CO,Denver County,80212
LE CORPORATION,OUZO LIQUOR,Liquor Store (city), 04/05/2016,7150 LEETSDALE #308,DENVER,CO,802243516,39.699153,-104.905241,0.9,7150 Leetsdale Dr,Denver,CO,Denver County,80224
LEEWAYE INC,BLAKE STREET WINE AND SPIRITS,Liquor Store (city), 07/06/2015,2409 BLAKE ST,DENVER,CO,802052110,39.758104012346,-104.98940553086,0.9,2409 Blake St,Denver,CO,Denver County,80205
LEYAT INC,GLOBE LIQUORS,Liquor Store (city), 12/16/2015,4915 WASHINGTON ST,Denver,CO,80216,39.886717113957,-104.98041803077,0.9,4915 Washington Way,Northglenn,CO,Adams County,80233
LIM JEA HYUNG,COUNTRY GENTLEMEN LIQUORS,Liquor Store (city), 10/24/2015,4345 W 38TH AVE,DENVER,CO,802121909,39.769373020408,-105.04337502041,0.9,4345 W 38th Ave,Denver,CO,Denver County,80212
LITTLES LIQUORS INC,LITTLES LIQUORS INC,Liquor Store (city), 07/24/2016,2390 S DOWNING,Denver,CO,802105800,39.673254734694,-104.97345312245,0.9,2390 S Downing St,Denver,CO,Denver County,80210
LODO LIQUOR & WINE LLC,MR B'S WINE & SPIRITS,Liquor Store (city), 08/26/2015,2101 MARKET ST STE A,Denver,CO,802052024,39.754573,-104.992239,1,2101 Market St,Denver,CO,Denver County,80202
LOGAN LIQUORS LTD,LOGAN LIQUORS,Liquor Store (city), 10/22/2015,100 S LOGAN ST,DENVER,CO,802091811,39.714734,-104.982696,1,100 S Logan St,Denver,CO,Denver County,80209
LOWRY LIQUORS LLC,LOWRY LIQUORS,Liquor Store (city), 12/18/2015,200 QUEBEC ST BLDG 200 STE 101,DENVER,CO,802307144,39.712954,-104.903438,0.8, S Quebec St,Denver,CO,Denver County,80230
LUCERO ENTERPRISESINC,TOWER LIQUORS,Liquor Store (city), 02/25/2016,18611 GREEN VALLEY RANCH BLVD #113,Denver,CO,80249,39.783785,-104.797966,0.8, E 48th Ave,Denver,CO,Denver County,80239
M S Y INC,GOLDSMITH DISCOUNT LIQUOR,Liquor Store (city), 03/29/2016,8000 E QUINCY AVE SUITES 2100 & 2300,DENVER,CO,802372378,39.638493079545,-104.89555742045,0.9,8000 E Quincy Ave,Denver,CO,Denver County,80237
M&L LIQUORS INC,44TH AVENUE LIQUORS,Liquor Store (city), 02/04/2016,2300 W 44TH AVE,DENVER,CO,802111506,39.776564,-105.015383,1,2300 W 44th Ave,Denver,CO,Denver County,80211
MARCZYK FINE WINES INC,MARCZYK FINE WINES,Liquor Store (city), 12/11/2015,770 B E 17TH AVE,DENVER,CO,80203,39.74274,-104.977288,1,770 B E 17th Ave,Denver,CO,Denver County,80203
MARK T BRADSHAW,CASK AND CRAFT,Liquor Store (city), 11/24/2015,3744 TEJON STREET LOTS 24 & 25 BLOCK 34 EICHOLTZ'S RESUBDIV,Denver,CO,80211,39.768608244898,-105.01120144898,0.9,3744 Tejon St,Denver,CO,Denver County,80211
MARLEY LIQUOR STORE LLC,MARLEY LIQUOR STORE,Liquor Store (city), 05/26/2016,7740 E COLFAX AVE UNIT #2,Denver,CO,80220,39.740154040816,-104.89827253061,0.9,7740 E Colfax Ave,Denver,CO,Denver County,80220
MASSAWA INVESTMENTINC,VOLUME RATE LIQUORS,Liquor Store (city), 07/07/2016,7805 E 35TH AVE,DENVER,CO,802072458,39.765212122449,-104.89836618367,0.9,7805 E 35th Ave,Denver,CO,Denver County,80238
MAYFAIR LIQUORS INC,MAYFAIR LIQUORS,Liquor Store (city), 07/17/2016,1385 KRAMERIA ST,Denver,CO,802202729,39.738107,-104.91615642857,0.9,1385 Krameria St,Denver,CO,Denver County,80220
MD EAST COLFAX LIQUOR INC,MD EAST COLFAX LIQUOR,Liquor Store (city), 04/23/2016,8200 E COLFAX AVE,Denver,CO,80220,39.740152,-104.892859,0.9,8200 E Colfax Ave,Denver,CO,Denver County,80220
